,order_time,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
64,20120314,26.94475,5500,148196.125,151.1600475,148347.2850475,11100,299086.725,0.0,54250.96581353487,244835.75918646512,0.22158105496435157,0.16085459401875557
65,20120315,26.02661,-11100,-288895.37100000004,583.5686494200002,-288311.80235058005,0,0.0,234044.5612473011,0.0,234044.5612473011,0.0,0.1978401397812405
66,20120504,27.057540000000003,5900,159639.486,162.83227572,159802.31827572,5900,159639.486,74605.2842498674,0.0,234244.7702498674,0.0,0.19715394726876678
67,20120514,26.359950000000005,-5900,-155523.70500000002,314.1578841,-155209.54711590003,0,0.0,229837.2157489271,0.0,229837.2157489271,0.0,0.21226031540455526
68,20121217,23.592010000000002,6500,153348.065,156.41502630000002,153504.4800263,6500,153348.065,78051.37399306489,0.0,231399.4389930649,0.0,0.20690598128771187
69,20121218,23.942681000000004,6400,153233.15840000001,156.29782156800002,153389.45622156802,12900,308860.5849000001,0.0,75334.17965980347,233526.40524019662,0.3225938393661202,0.19961605778598013
70,20121225,24.334404000000006,6300,153306.74520000003,156.37288010400002,153463.11808010403,19200,467220.55680000014,0.0,228910.36683050217,238310.18996949797,0.9605563524572789,0.18322020534949346
71,20121227,24.760248500000007,6200,153513.54070000004,156.58381151400005,153670.12451151403,25400,628910.3119000002,0.0,382717.8581640475,246192.45373595273,1.5545474784313311,0.1562046850254566
72,20130221,26.607474000000003,-25400,-675829.8396000001,1365.1762759920002,-674464.6633240081,0,0.0,288055.57783115807,0.0,288055.57783115807,0.0,0.09799439418255695
73,20130529,26.58969,7500,199422.67500000002,203.41112850000002,199626.08612850003,7500,199422.67500000002,89352.72285317015,0.0,288775.3978531702,0.0,0.0957403788292589
74,20130604,25.888355,-7500,-194162.6625,392.20857825,-193770.45392175,0,0.0,283141.04865982634,0.0,283141.04865982634,0.0,0.11338355239942333
75,20130910,24.49249,6700,164099.683,167.38167666,164267.06467666,6700,164099.683,119824.07325516635,0.0,283923.7562551664,0.0,0.1109326134381704
76,20130911,24.9247315,6600,164503.2279,167.79329245800002,164671.021192458,13300,331498.92895,0.0,44840.956733628875,286657.9722163711,0.15642668643376387,0.10237079997463183
77,20130918,24.165587499999997,-13300,-321402.31375,649.232673775,-320753.081076225,0,0.0,275844.82253852574,0.0,275844.82253852574,0.0,0.13623066028143893
78,20140723,21.975920000000002,14800,325243.61600000004,331.74848832000004,325575.36448832,14800,325243.61600000004,0.0,46916.53040034103,278327.085599659,0.16856616846778963,0.12845780195627166
79,20140724,22.166140000000002,14600,323625.64400000003,330.09815688000003,323955.74215688003,29400,651684.5160000001,0.0,370886.34751634113,280798.1684836589,1.3208289410118603,0.12071995278636616
80,20140725,22.43067,5700,127854.81899999999,130.41191537999998,127985.23091537999,35100,787316.517,0.0,498982.844335976,288333.672664024,1.7305743020774664,0.09712357925134607
81,20140728,22.72383,0,0.0,5.0,5.0,35100,797606.433,0.0,499137.53918927675,298468.8938107232,1.6723268304998289,0.06538655697476048
82,20140826,23.176496000000007,-35100,-813495.0096000002,1643.2599193920005,-811851.7496806083,0,0.0,309560.19234669744,0.0,309560.19234669744,0.0,0.07305075598283306
83,20140902,23.80774,11800,280931.332,286.54995864,281217.88195864,11800,280931.332,28419.708175536012,0.0,309351.040175536,0.0,0.07367704273331266
84,20140903,24.0742165,11700,281668.33304999996,287.30169971099997,281955.63474971097,23500,565744.08775,0.0,253534.5055887662,312209.58216123376,0.8120651000962356,0.06511740425865287
85,20140905,24.33174,10100,245750.574,250.66558548,246001.23958547998,33600,817546.464,0.0,499687.8886957049,317858.5753042951,1.5720447001228122,0.04820201897050069
86,20140911,24.5762155,0,0.0,5.0,5.0,33600,825760.8408,0.0,500142.7427247525,325618.0980752475,1.5359795591250396,0.024966848737718594
87,20140916,24.0947275,-33600,-809582.844,1635.35734488,-807947.48665512,0,0.0,307354.4804098709,0.0,307354.4804098709,0.0,0.0796555555110331
88,20140925,24.61473,10700,263377.61100000003,268.6451632200001,263646.25616322004,10700,263377.61100000003,43815.81445224944,0.0,307193.4254522495,0.0,0.08013781962283861
